"full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T"
"   534 Nassovia (A904 HD)",2.883,0.0592,3.28,94.08,338.36,2.713,3.05,4.9,43020,0,4001,,,9.70,32.333,,0.213,9.382,,0.834,0.390,,Sq,S
"   539 Pamina (A904 PD)",2.737,0.2140,6.80,274.28,97.42,2.151,3.32,4.53,42789,0,3256,,,10.12,68.356,,0.052,13.903,,,,,Ch,
"   541 Deborah (A904 PF)",2.814,0.0497,6.00,267.62,359.43,2.674,2.95,4.72,42796,0,3943,,,10.18,60.147,,0.055,29.368,,,,,B,
"   543 Charlotte (A904 RG)",3.064,0.1531,8.47,294.95,108.44,2.595,3.53,5.36,42825,0,3193,,,9.53,45.613,,0.144,10.718,,,,,Xe,
"   545 Messalina (A904 TC)",3.201,0.1700,11.21,333.60,331.18,2.657,3.74,5.73,42650,0,3610,,,8.81,112.631,,0.041,7.2,,0.686,0.343,,Cb,CD
"   547 Praxedis (A904 TE)",2.775,0.2353,16.86,193.06,196.52,2.122,3.43,4.62,42820,0,3664,,,9.81,52.462,,0.101,9.105,,0.761,0.254,,Xk,XD:
"   551 Ortrud (A904 WC)",2.967,0.1185,0.39,5.69,70.47,2.615,3.32,5.11,42789,0,4200,,,9.69,81.113,,0.040,17.416,,0.673,0.289,,C,XC
"   553 Kundry (A904 YA)",2.231,0.1095,5.39,72.34,354.95,1.987,2.48,3.33,42748,0,3369,,,12.22,9.010,,0.287,12.605,,,,,S,
"   554 Peraga (A905 AE)",2.375,0.1519,2.93,295.39,127.69,2.014,2.74,3.66,45780,0,3415,,,9.13,95.87,,0.0496,13.7128,,0.676,0.342,,Ch,FC
"   555 Norma (A905 AF)",3.181,0.1546,2.67,130.20,0.56,2.689,3.67,5.67,42730,0,3713,,,10.85,31.040,,0.119,19.508,,,,,B,
"   556 Phyllis (A905 AD)",2.464,0.1043,5.25,286.03,177.85,2.207,2.72,3.87,41762,0,2935,,,9.60,36.279,,0.201,4.293,,0.849,0.410,,S,S
"   559 Nanon (A905 EB)",2.711,0.0651,9.30,112.06,128.97,2.534,2.89,4.46,42544,0,4865,,,9.57,79.82,,0.0500,10.059,,0.733,0.379,,Xk,C
"   560 Delila (A905 EC)",2.755,0.1578,8.45,105.23,4.74,2.320,3.19,4.57,42651,0,3526,,,11.04,35.334,,0.062,29.913,,,,,B,
"   563 Suleika (A905 GD)",2.711,0.2364,10.24,85.17,336.80,2.070,3.35,4.46,41592,0,3064,,,8.44,53.29,,0.2477,5.69,,0.887,0.471,,Sl,S
"   564 Dudu (A905 JD)",2.747,0.2769,17.99,70.76,214.92,1.986,3.51,4.55,42616,0,3559,,,10.38,52.010,,0.050,8.882,,0.731,0.312,,Xc,CDX:
"   569 Misa (A905 OE)",2.658,0.1806,1.29,301.70,142.51,2.178,3.14,4.33,41926,0,3554,,,10.16,72.95,,0.0297,11.595,,0.716,0.335,,Cg,C
"   570 Kythera (A905 OF)",3.42,0.1188,1.82,223.33,161.68,3.014,3.83,6.33,42532,0,4287,,,8.76,87.486,,0.069,8.12,,0.775,0.374,,T,ST
"   571 Dulcinea (A905 RA)",2.41,0.2430,5.23,3.14,27.40,1.824,3.00,3.74,42496,0,3685,,,11.75,11.696,,0.298,126.3,,0.867,0.437,,S,S
"   572 Rebekka (A905 SF)",2.401,0.1564,10.58,194.47,192.11,2.025,2.78,3.72,42483,0,3343,,,10.88,28.903,,0.089,5.6497,,0.691,0.308,,C,XDC
"   578 Happelia (A905 VJ)",2.752,0.1921,6.15,29.37,261.46,2.223,3.28,4.56,42438,0,3791,,,9.48,69.29,,0.0769,10.061,,,,,Xc,
"   579 Sidonia (A905 VK)",3.014,0.0773,11.02,82.65,228.85,2.781,3.25,5.23,41992,0,3542,,,7.93,85.57,,0.1748,16.286,,0.818,0.418,,K,S
"   581 Tauntonia (A905 YC)",3.213,0.0343,21.89,102.45,25.26,3.103,3.32,5.76,42329,0,3275,,,9.83,61.481,,0.031,16.54,,,,,Xk,
"   584 Semiramis (A906 AC)",2.374,0.2340,10.72,282.03,85.29,1.818,2.93,3.66,42335,0,2798,,,8.56,54.01,,0.1987,5.068,,0.916,0.521,,Sl,S
"   586 Thekla (A906 DK)",3.04,0.0642,1.63,228.33,253.25,2.845,3.24,5.3,42356,0,4146,,,9.43,95.203,,0.040,13.67,,0.660,0.372,,Ch,C:
"   592 Bathseba (A916 BB)",3.023,0.1338,10.18,167.81,257.50,2.619,3.43,5.26,42324,0,3577,,,9.60,43.787,,0.155,7.7465,,,,,K,
"   596 Scheila (A906 DL)",2.929,0.1626,14.66,70.58,175.50,2.452,3.40,5.01,42347,0,5306,,,8.93,159.726,,0.040,15.848,,0.714,0.177,,T,PCD
"   597 Bandusia (A906 HE)",2.671,0.1444,12.80,36.46,307.06,2.285,3.06,4.37,42241,0,2825,,,9.24,36.06,,0.2361,7.6636,,,,,S,
"   598 Octavia (A906 GC)",2.76,0.2509,12.23,91.51,292.12,2.067,3.45,4.58,42272,0,3895,,,9.72,78.237,,0.044,10.8903,,0.745,0.377,,X,C:
"   599 Luisa (A906 HF)",2.772,0.2926,16.71,44.15,294.38,1.961,3.58,4.61,42134,0,3643,,,8.82,70.249,,0.115,9.566,,0.879,0.446,,K,S
"   600 Musa (A906 LA)",2.66,0.0554,10.20,139.22,113.04,2.513,2.81,4.34,42206,0,3791,,,10.10,25.115,,0.227,5.8856,,0.840,0.440,,S,
"   601 Nerthus (A906 MC)",3.133,0.1043,16.15,169.54,160.47,2.807,3.46,5.55,42231,0,3421,,,9.71,75.535,,0.043,13.59,,0.660,,,C,X
"   604 Tekmessa (A906 DH)",3.154,0.1929,4.42,11.82,28.55,2.545,3.76,5.6,40523,0,3519,,,9.51,64.536,,0.090,5.5596,,,,,Xc,
"   606 Brangane (A906 SK)",2.586,0.2210,8.60,318.47,58.39,2.014,3.16,4.16,41990,0,3650,,,10.37,35.758,,0.096,12.295,,0.770,0.391,,K,TSD
"   611 Valeria (A906 SM)",2.979,0.1231,13.45,189.39,256.60,2.612,3.35,5.14,43920,0,3681,,,9.36,57.468,,0.124,6.977,,0.817,0.414,,L,S
"   614 Pia (A906 TE)",2.693,0.1082,7.02,217.06,209.82,2.402,2.98,4.42,42094,0,3211,,,11.07,29.191,,0.094,4.572,,,,,C,
"   622 Esther (A906 VN)",2.413,0.2437,8.64,141.91,257.06,1.825,3.00,3.75,41956,0,3462,,,10.36,21.874,,0.316,47.5,,0.814,0.445,,S,S
"   625 Xenia (A907 CG)",2.644,0.2282,12.08,127.53,200.44,2.041,3.25,4.3,41971,0,3306,,,10.06,28.287,,0.221,21.017,,,,,Sa,
"   626 Notburga (A907 CH)",2.574,0.2418,25.38,341.59,43.42,1.951,3.20,4.13,41973,0,2545,,,9.24,73.236,,0.032,19.353,,0.705,0.332,,Xc,CX
"   627 Charis (A907 EJ)",2.9,0.0586,6.47,142.46,177.80,2.730,3.07,4.94,41966,0,3740,,,9.88,38.018,,0.047,27.888,,0.680,0.261,,X,XB:
"   629 Bernardina (A907 EL)",3.13,0.1598,9.23,86.34,38.22,2.630,3.63,5.54,41949,0,3234,,,10.06,35.087,,0.140,3.763,,,,,X,
"   631 Philippina (A907 FD)",2.791,0.0839,18.90,224.55,279.45,2.557,3.03,4.66,41932,0,3309,,,8.71,50.491,,0.229,5.899,,0.864,0.439,,S,S
"   633 Zelima (A907 JH)",3.019,0.0841,10.90,147.27,190.40,2.765,3.27,5.25,41905,0,3657,,,10.06,33.387,,0.203,11.73,,0.765,0.445,,S,S
"   634 Ute (A907 JJ)",3.05,0.1813,12.29,133.20,220.79,2.497,3.60,5.33,41882,0,4029,,,9.78,74.017,,0.043,11.7554,,,,,X,
"   638 Moira (A917 RC)",2.734,0.1610,7.71,103.13,128.77,2.294,3.17,4.52,47056,0,4018,,,10.09,59.594,,0.060,9.8768,,,,,Ch,
"   642 Clara (A907 RJ)",3.184,0.1277,8.17,5.27,120.87,2.777,3.59,5.68,41758,0,4269,,,10.02,33.36,,0.1617,8.2308,,0.897,0.417,,L,S
"   649 Josefa (A907 RO)",2.546,0.2792,12.72,357.00,349.39,1.835,3.26,4.06,41759,0,3256,,,12.81,7.726,,0.345,10.481,,,,,Sq,
"   653 Berenike (A907 WC)",3.017,0.0426,11.29,132.80,60.68,2.888,3.15,5.24,47109,0,3549,,,9.31,49.793,,0.085,12.4886,,0.833,0.424,,K,S
"   654 Zelinda (A908 AM)",2.298,0.2308,18.09,278.35,214.48,1.768,2.83,3.48,41640,0,3619,12,0,8.65,160.736,,0.027,31.735,,0.698,0.328,,Ch,C
"   661 Cloelia (A908 DD)",3.013,0.0378,9.25,335.59,183.97,2.900,3.13,5.23,37962,0,4087,,,9.72,40.081,,0.182,5.536,,0.793,0.395,,K,S
"   668 Dora (A908 OH)",2.793,0.2353,6.84,214.39,112.97,2.136,3.45,4.67,41440,0,3108,,,12.11,21.517,,0.042,22.914,,,,,Ch,
"   670 Ottegebe (A908 QG)",2.803,0.1924,7.54,174.58,194.76,2.264,3.34,4.69,41881,0,3977,,,9.47,35.886,,0.165,10.045,,,,,S,
"   671 Carnegia (A908 SJ)",3.093,0.0659,8.03,0.49,89.99,2.889,3.30,5.44,41289,0,3270,,,10.27,60.604,,0.028,8.332,,,,,Xk,
"   673 Edda (A908 SG)",2.817,0.0087,2.88,226.43,243.51,2.792,2.84,4.73,41379,0,4658,,,10.09,37.622,,0.092,22.34,,0.782,0.427,,S,S
"   674 Rachele (A908 UK)",2.921,0.1950,13.51,58.13,41.65,2.351,3.49,4.99,43984,0,2528,,,7.50,96.171,,0.206,30.982,,0.840,0.415,,S,S
"   675 Ludmilla (A908 QH)",2.768,0.2043,9.81,263.01,152.63,2.203,3.33,4.61,39314,0,3111,,,8.11,76,,,7.717,,0.847,0.444,,S,S
"   677 Aaltje (A909 BP)",2.955,0.0497,8.49,272.70,275.33,2.808,3.10,5.08,42175,0,3774,,,9.60,32.403,,0.313,16.608,,,,,Sl,
"   678 Fredegundis (A909 BQ)",2.572,0.2200,6.09,281.10,121.20,2.006,3.14,4.13,41073,0,3109,,,9.27,39.585,,0.344,11.61624,,,,,X,
"   679 Pax (A909 BR)",2.588,0.3095,24.40,112.11,267.01,1.787,3.39,4.16,41254,0,3444,,,9.22,63.909,,0.110,8.452,,0.857,0.447,,K,I
"   687 Tinette (A909 QB)",2.723,0.2723,14.88,334.33,52.50,1.982,3.46,4.49,41025,0,2637,,,11.72,21.533,,0.079,7.3962,,0.681,0.259,,X,X
"   688 Melanie (A909 QC)",2.698,0.1389,10.24,170.83,139.11,2.324,3.07,4.43,41045,0,3560,,,10.92,41.614,,0.068,18.87,,0.760,,,C,
"   702 Alauda (A910 OA)",3.195,0.0165,20.60,289.74,353.26,3.142,3.25,5.71,40721,0,3749,,,7.35,190.980,,0.061,16.7072,,0.665,0.316,,B,C
"   704 Interamnia (A910 TC)",3.056,0.1555,17.31,280.28,94.80,2.581,3.53,5.34,40557,0,5076,,,6.38,306.313,,0.078,8.727,5.,0.645,0.259,,B,F
"   705 Erminia (A910 TE)",2.924,0.0508,25.02,2.78,102.40,2.775,3.07,5,40640,0,3250,,,8.49,132.261,,0.031,53.96,,0.696,0.288,,C,X
"   706 Hirundo (A910 TF)",2.728,0.1950,14.43,325.34,31.17,2.196,3.26,4.51,40650,0,3334,,,11.05,30.819,,0.081,22.027,,,,,Cgh,
"   712 Boliviana (A911 FF)",2.576,0.1852,12.75,230.70,181.39,2.099,3.05,4.13,40472,0,3873,,,8.68,124.125,,0.039,11.7426,,0.743,0.353,,X,C
"   713 Luscinia (A911 HG)",3.399,0.1554,10.34,217.48,138.39,2.871,3.93,6.27,40445,0,3786,,,8.99,97.968,,0.048,9.9143,,0.663,0.281,,C,C
"   715 Transvaalia (A911 HH)",2.767,0.0836,13.82,46.06,301.28,2.536,3.00,4.6,40269,0,5261,,,10.11,25.458,,0.273,11.83,,,,,X,
"   716 Berkeley (A911 OC)",2.813,0.0866,8.49,145.89,56.45,2.569,3.06,4.72,42183,0,3566,,,10.72,19.768,,0.170,15.55,,0.860,0.351,,S,S
"   718 Erida (A911 SA)",3.056,0.1983,6.93,38.52,174.57,2.450,3.66,5.34,43320,0,3631,,,9.70,70.911,,0.042,17.447,,,,,X,
"   720 Bohlinia (A911 UL)",2.888,0.0185,2.35,35.68,110.93,2.834,2.94,4.91,46724,0,4079,,,9.66,33.73,,0.2029,8.919,,0.806,0.440,,Sq,S
"   723 Hammonia (A911 UO)",2.994,0.0556,4.99,163.17,250.68,2.828,3.16,5.18,43436,0,3979,,,10.07,23.456,,0.352,5.436,,,,,C,
"   729 Watsonia (A912 CE)",2.76,0.0969,18.05,124.33,87.51,2.493,3.03,4.59,38249,0,3564,,,9.41,50.025,,0.133,25.23,,0.780,0.375,,L,STGD
"   731 Sorga (A912 GH)",2.986,0.1417,10.69,46.13,288.76,2.563,3.41,5.16,38569,0,3589,,,9.71,34.597,,0.209,8.184,,0.691,0.312,,Xe,CD
"   735 Marghanna (A912 XD)",2.731,0.3209,16.86,42.94,309.87,1.854,3.61,4.51,39845,0,3637,,,9.82,67.976,,0.059,20.625,,0.705,0.318,,Ch,C
"   737 Arequipa (A912 XC)",2.591,0.2448,12.37,184.62,134.21,1.957,3.22,4.17,38966,0,3571,,,9.00,47.804,,0.231,7.0259,,0.832,0.208,,S,S
"   739 Mandeville (A913 CH)",2.738,0.1435,20.66,136.55,44.99,2.345,3.13,4.53,37847,0,3576,,,8.71,104.517,,0.051,23.92,,0.720,0.312,,X,X
"   741 Botolphia (A913 CJ)",2.718,0.0698,8.41,100.70,61.53,2.529,2.91,4.48,41054,0,4500,,,10.09,29.64,,0.1391,23.951,,,,,X,X
"   742 Edisona (A913 DC)",3.012,0.1154,11.20,64.15,283.61,2.664,3.36,5.23,39768,0,3446,,,9.54,47.087,,0.121,18.579,,0.842,0.405,,K,S
"   743 Eugenisis (A913 DD)",2.792,0.0600,4.84,228.95,186.25,2.624,2.96,4.66,39641,0,3676,,,10.36,51.072,,0.068,10.23,,,,,Ch,
"   747 Winchester (A913 EK)",3.001,0.3394,18.22,129.10,277.45,1.983,4.02,5.2,39754,0,3312,,,7.84,171.71,,0.0503,9.4146,,0.713,0.317,,C,PC
"   749 Malzovia (A913 GD)",2.244,0.1734,5.39,109.74,129.05,1.855,2.63,3.36,39697,0,4455,,,11.67,11.065,,0.270,5.9274,,0.857,0.504,,S,S
"   751 Faina (A913 HE)",2.551,0.1511,15.60,78.83,302.51,2.166,2.94,4.08,39694,0,3200,,,8.77,113.699,,0.027,23.678,,0.685,0.376,,Ch,C
"   753 Tiflis (A913 HH)",2.329,0.2213,10.09,61.33,202.97,1.813,2.84,3.55,41704,0,3470,,,10.21,20.922,,0.333,9.85,,0.936,0.491,,L,S
"   754 Malabar (A906 QH)",2.987,0.0505,24.54,179.92,303.15,2.836,3.14,5.16,43919,0,3763,,,9.27,94.522,,0.042,11.732,,0.695,0.335,,Ch,XC
"   757 Portlandia (A908 TG)",2.374,0.1082,8.17,22.43,43.81,2.117,2.63,3.66,39817,0,3669,,,10.12,32.894,,0.217,6.5837,,0.674,0.242,,Xk,XF
"   759 Vinifera (A913 QC)",2.619,0.2053,19.90,318.34,1.06,2.081,3.16,4.24,39585,0,3596,,,10.61,52.926,,0.036,14.229,,,,,X,
"   767 Bondia (A913 SD)",3.12,0.1828,2.41,79.31,269.23,2.550,3.69,5.51,43592,0,3874,,,10.21,43.039,,0.095,8.3402,,,,,B,
"   771 Libera (A913 WB)",2.652,0.2470,14.89,217.86,228.58,1.997,3.31,4.32,39490,0,3469,,,10.32,29.322,,0.123,5.892,,0.687,0.300,,X,X
"   773 Irmintraud (A913 YF)",2.859,0.0786,16.67,322.30,332.89,2.634,3.08,4.83,39480,0,3615,,,9.18,91.672,,0.048,6.7514,,0.706,0.284,,T,D
"   776 Berbericia (A914 BE)",2.929,0.1658,18.24,79.71,306.76,2.444,3.42,5.01,39280,0,3090,,,7.73,151.711,,0.065,7.668,,0.724,0.390,,Cgh,C
"   779 Nina (A914 BH)",2.664,0.2273,14.58,283.73,49.00,2.058,3.27,4.35,38516,0,2743,,,8.02,80.572,,0.157,11.186,,,,,X,
"   781 Kartvelia (A914 BK)",3.222,0.1191,19.15,138.08,155.62,2.838,3.61,5.78,35026,0,3606,,,9.57,72.927,,0.048,19.04,,,,,Xc,CPU:
"   782 Montefiore (A914 FA)",2.18,0.0385,5.26,80.43,82.37,2.096,2.26,3.22,38830,0,4908,,,11.39,14.158,,0.224,4.0728,,,,,Sl,S
"   783 Nora (A914 FB)",2.342,0.2296,9.34,142.08,154.81,1.805,2.88,3.59,40336,0,3653,,,11.16,38.719,,0.034,55.53,,,,,C,
"   784 Pickeringia (A914 FC)",3.098,0.2416,12.28,14.90,238.05,2.349,3.85,5.45,39370,0,3815,,,9.34,75.596,,0.086,13.144,,,,,C,
"   785 Zwetana (A914 FD)",2.569,0.2098,12.77,71.86,131.43,2.030,3.11,4.12,42615,0,3806,,,9.51,49.460,,0.120,8.8882,,0.645,0.166,,Cb,M
"   789 Lena (A914 MA)",2.685,0.1477,10.78,232.58,43.62,2.288,3.08,4.4,31726,0,3559,,,11.34,22.483,,0.153,5.848,,,,,X,
"   792 Metcalfia (A907 FC)",2.622,0.1315,8.62,265.06,227.36,2.277,2.97,4.25,39086,0,3273,,,10.23,61.804,,0.024,9.17,,0.708,0.213,,X,
"   793 Arizona (A907 GZ)",2.795,0.1241,15.78,35.96,308.20,2.448,3.14,4.67,41914,0,3228,,,10.05,26.636,,0.196,7.399,,0.822,,,S,DU:
"   795 Fini (A914 SF)",2.75,0.1020,19.05,17.36,190.02,2.469,3.03,4.56,8835,0,2898,,,9.97,85.263,,0.027,9.292,,,,,C,
"   796 Sarita (A914 UF)",2.635,0.3201,19.05,33.15,329.48,1.791,3.48,4.28,39168,0,2919,,,9.20,43.580,,0.209,8.1755,,0.715,0.248,,X,XD
"   797 Montana (A914 WG)",2.535,0.0602,4.51,238.31,354.86,2.382,2.69,4.04,44990,0,3868,,,10.44,21.197,,0.287,4.5463,,0.887,0.505,,S,S
"   804 Hispania (A915 FK)",2.837,0.1411,15.40,347.59,344.74,2.437,3.24,4.78,41670,0,3026,,,7.93,137.952,,0.054,14.845,,0.727,0.390,,C,PC
"   808 Merxia (A901 TG)",2.745,0.1292,4.72,180.98,274.63,2.390,3.10,4.55,43942,0,3700,,,9.81,30.923,,0.213,30.631,,,,,Sq,
"   814 Tauris (A916 AE)",3.159,0.3056,21.79,88.74,296.27,2.193,4.12,5.61,38695,0,3387,,,8.83,102.229,,0.054,18.03,,0.701,0.316,,C,C
"   815 Coppelia (A916 CC)",2.658,0.0756,13.87,57.05,58.17,2.457,2.86,4.33,38596,0,3690,,,10.88,16.869,,0.644,4.421,,,,,Xe,
"   819 Barnardiana (A916 EA)",2.198,0.1422,4.90,333.12,306.43,1.885,2.51,3.26,42842,0,3956,,,11.97,8.917,,0.277,66.7,,,,,S,
"   821 Fanny (A916 GH)",2.773,0.2116,5.40,209.73,32.86,2.186,3.36,4.62,38636,0,3943,,,11.84,28.856,,0.025,236.6,,0.706,0.321,,Ch,C
"   824 Anastasia (A916 FF)",2.792,0.1373,8.13,141.35,141.44,2.409,3.18,4.67,39523,0,3758,,,10.27,32.457,,0.087,250,,0.848,0.410,,L,S
"   825 Tanina (A916 FH)",2.226,0.0753,3.40,101.41,111.15,2.058,2.39,3.32,42819,0,3579,,,11.51,13.423,,0.275,6.94,,0.912,0.525,,S,SR
"   826 Henrika (A916 HD)",2.712,0.2055,7.10,230.21,36.69,2.155,3.27,4.47,38634,0,3416,,,11.71,22.556,,0.166,5.9846,,,,,C,
"   844 Leontina (A916 TC)",3.204,0.0695,8.78,348.68,353.61,2.982,3.43,5.74,43776,0,4528,,,9.69,42.154,,0.173,6.7859,,,,,X,
"   845 Naema (A916 WM)",2.94,0.0700,12.61,43.00,293.22,2.734,3.15,5.04,38402,0,3069,,,10.22,52.677,,0.041,20.892,,,,,C,
"   847 Agnia (A915 RP)",2.782,0.0959,2.48,270.91,129.36,2.515,3.05,4.64,42032,0,3522,,,10.21,24.931,,0.152,14.827,,0.856,0.496,,S,S
"   853 Nansenia (A916 GN)",2.312,0.1050,9.22,182.83,59.82,2.070,2.56,3.52,36883,0,3543,,,11.55,27.593,,0.051,7.931,,0.710,0.290,,Ch,XD
"   856 Backlunda (A916 GQ)",2.435,0.1193,14.33,125.54,72.76,2.145,2.73,3.8,33190,0,3403,,,10.70,45.449,,0.045,12.08,,0.680,,,C,
"   860 Ursina (A917 BE)",2.795,0.1072,13.30,309.35,21.94,2.496,3.10,4.67,43325,0,3107,,,9.97,34.561,,0.116,9.386,,0.658,0.205,,X,M
"   862 Franzia (A917 BG)",2.802,0.0827,13.89,300.00,120.69,2.570,3.03,4.69,43331,0,3102,,,9.83,27.033,,0.291,7.523,,,,,S,
"   863 Benkoela (A917 CG)",3.2,0.0283,25.42,116.92,97.80,3.109,3.29,5.72,38222,0,3465,,,9.21,38.724,,0.290,7.0319,,1.077,0.633,,A,A
"   866 Fatme (A917 DG)",3.126,0.0525,8.66,91.06,263.95,2.962,3.29,5.53,38305,0,3919,,,9.58,78.061,,0.046,5.8,,,,,X,
"   868 Lova (A917 HB)",2.704,0.1464,5.84,115.76,286.68,2.308,3.10,4.45,38246,0,3641,,,10.37,50.692,,0.056,41.118,,0.711,0.362,,Ch,C:
"   870 Manto (A917 JC)",2.322,0.2647,6.19,120.80,196.94,1.708,2.94,3.54,38230,0,3850,,,11.73,13.683,,0.216,122.3,,,,,S,
"   872 Holda (A917 KH)",2.732,0.0785,7.38,194.71,18.48,2.518,2.95,4.52,44235,0,4081,,,10.12,34.431,,0.165,5.945,,0.726,0.275,,X,M
"   886 Washingtonia (A917 WA)",3.169,0.2710,16.87,58.85,302.23,2.310,4.03,5.64,40785,0,4351,,,9.37,86.793,,0.078,9.001,,,,,C,
"   895 Helio (A918 NA)",3.203,0.1442,26.07,264.68,177.56,2.741,3.66,5.73,42146,0,3149,,,8.45,109.568,,0.071,9.347,,,,,B,FCB
"   897 Lysistrata (A918 PF)",2.542,0.0940,14.33,257.96,23.89,2.303,2.78,4.05,37782,0,3202,,,10.32,24.337,,0.214,11.34,,0.831,0.396,,Sl,S
"   898 Hildegard (A918 PG)",2.729,0.3714,10.09,241.53,49.96,1.716,3.74,4.51,37646,0,3113,,,11.69,11.693,,0.205,24.855,,,,,Sl,
"   905 Universitas (A918 UE)",2.216,0.1528,5.32,37.12,343.27,1.878,2.56,3.3,37692,0,3635,,,11.63,12.070,,0.280,14.238,,0.850,,,S,
"   907 Rhoda (A918 VA)",2.799,0.1633,19.53,42.93,88.52,2.342,3.26,4.68,44187,0,3962,,,9.74,82.660,,0.032,22.44,,0.709,0.269,,Xk,C
"   908 Buda (A918 WD)",2.472,0.1479,13.42,85.54,23.36,2.106,2.84,3.89,37550,0,3316,,,10.80,30.749,,0.087,14.572,,0.820,0.350,,L,
"   910 Anneliese (A919 EC)",2.925,0.1555,9.21,49.80,208.14,2.470,3.38,5,37572,0,3942,,,10.55,48.590,,0.057,11.2863,,,,,Ch,
"   912 Maritima (A919 HC)",3.129,0.1788,18.31,33.43,91.15,2.570,3.69,5.54,33475,0,3969,,,9.40,82.675,,0.039,1332,,,,,C,
"   913 Otila (A919 KD)",2.197,0.1707,5.81,94.92,188.53,1.822,2.57,3.26,41171,0,3742,,,12.07,11.636,,0.282,4.872,,,,,Sa,
"   919 Ilsebill (A918 UD)",2.773,0.0838,8.16,229.81,156.24,2.541,3.01,4.62,37694,0,3555,,,11.49,33.500,,0.047,5.0325,,,,,C,
"   924 Toni (A919 UF)",2.94,0.1533,8.99,150.19,220.17,2.490,3.39,5.04,42360,0,3842,,,9.47,85.49,,0.0432,19.437,,0.720,0.340,,X,CX
"   925 Alphonsina (A920 AA)",2.7,0.0808,21.10,299.53,201.77,2.482,2.92,4.44,43776,0,4587,,,8.42,57.505,,0.248,7.88,,0.850,0.454,,S,S
"   929 Algunde (A920 ED)",2.239,0.1133,3.91,231.35,23.24,1.986,2.49,3.35,37154,0,3621,,,11.73,11.443,,0.272,3.31016,,,,,S,
"   930 Westphalia (A920 EE)",2.432,0.1429,15.34,340.94,330.14,2.084,2.78,3.79,37187,0,4368,,,11.31,34.922,,0.032,100.66,,,,,Ch,
"   934 Thuringia (A920 PA)",2.749,0.2159,14.08,325.38,64.28,2.155,3.34,4.56,37021,0,2984,,,10.11,53.714,,0.047,8.166,,,,,Ch,
"   941 Murray (A920 TF)",2.783,0.1969,6.63,52.30,334.82,2.235,3.33,4.64,36885,0,3151,,,11.55,18.217,,0.128,3.39,,0.703,0.310,,X,CX
"   945 Barcelona (A921 CB)",2.639,0.1610,32.88,318.29,162.15,2.214,3.06,4.29,36820,0,2481,,,10.09,25.618,,0.239,7.36,,0.809,0.389,,Sq,S
"   950 Ahrensa (A921 GG)",2.371,0.1590,23.50,181.73,348.68,1.994,2.75,3.65,42856,0,4371,,,11.26,13.704,,0.231,202,,,,,Sa,
"   951 Gaspra (A916 OJ)",2.21,0.1736,4.11,253.01,129.75,1.826,2.59,3.28,39464,0,4150,,,11.54,12.2,18.2x10.5x8.9,0.246,7.042,,0.870,0.554,,S,S
"   961 Gunnie (A921 TH)",2.692,0.0913,10.99,26.61,285.61,2.447,2.94,4.42,36455,0,3721,,,11.57,36.571,,0.036,21.366,,,,,X,
"   965 Angelica (A921 VB)",3.165,0.2784,21.40,41.18,46.98,2.284,4.05,5.63,34319,0,2581,,,10.26,60.857,,0.029,26.752,,,,,Xc,
"   970 Primula (A921 WK)",2.559,0.2721,5.03,310.77,95.54,1.863,3.26,4.09,36374,0,2987,,,12.36,9.204,,0.229,2.777,,,,,S,
"   971 Alsatia (A921 WH)",2.64,0.1629,13.79,83.49,6.48,2.210,3.07,4.29,41370,0,3068,,,10.16,60.867,,0.046,9.614,,0.669,0.298,,C,
"   973 Aralia (A922 FB)",3.21,0.1124,15.83,348.44,87.53,2.849,3.57,5.75,36325,0,3218,,,10.13,51.609,,0.098,7.3662,,,,,Xk,
"   980 Anacostia (A921 WG)",2.74,0.2026,15.90,285.79,69.61,2.185,3.29,4.53,33873,0,2504,,,7.95,74.679,,0.229,20.117,,0.915,0.532,,L,SU
"   984 Gretia (A922 QD)",2.804,0.1956,9.10,314.16,55.03,2.255,3.35,4.69,36296,0,3215,,,9.54,32.449,,0.421,5.778,,,,,Sr,
"   994 Otthild (A923 FB)",2.529,0.1162,15.42,2.31,341.97,2.235,2.82,4.02,36094,0,3429,,,10.19,20.786,,0.310,5.95,,0.860,0.420,,S,
"   997 Priska (A923 NC)",2.67,0.1822,10.50,247.08,51.38,2.183,3.16,4.36,35978,0,2672,,,12.63,20.391,,0.057,16.241,,,,,Ch,
"  1007 Pawlowia (A923 TD)",2.707,0.1093,2.54,307.08,76.59,2.411,3.00,4.45,42022,0,3622,,,11.35,18.264,,0.145,121.,,,,,K,
"  1014 Semphyra (A924 BM)",2.799,0.2034,2.26,251.48,234.58,2.230,3.37,4.68,35774,0,3451,,,11.99,17.487,,0.083,5.636,,,,,Xe,
"  1015 Christa (A924 CF)",3.207,0.0884,9.45,120.14,286.67,2.924,3.49,5.74,35773,0,3508,,,9.17,82.350,,0.048,11.23,,0.693,0.320,,Xc,C
"  1016 Anitra (A924 CG)",2.22,0.1278,6.04,8.82,52.97,1.936,2.50,3.31,35749,0,3376,,,11.95,9.539,,0.308,5.92951,,,,,S,
